Repository,Issue #,Amount,Currency,Payee,Type,URL
ubiquibot,719,36,WXDAI,pavlovcik,creator,https://github.com/Ubiquity/ubiquibot/issues/719
ubiquibot,725,37.5,WXDAI,baibhavKumar1,assignee,https://github.com/Ubiquity/ubiquibot/issues/725
ubiquibot,725,62,WXDAI,rndquu,creator,https://github.com/Ubiquity/ubiquibot/issues/725
ubiquibot,741,18.75,WXDAI,EtherealGlow,assignee,https://github.com/Ubiquity/ubiquibot/issues/741
ubiquibot,741,31.2,WXDAI,pavlovcik,creator,https://github.com/Ubiquity/ubiquibot/issues/741
ubiquibot,743,600,WXDAI,seprintour,assignee,https://github.com/Ubiquity/ubiquibot/issues/743
ubiquibot,773,150,WXDAI,devpanther,assignee,https://github.com/Ubiquity/ubiquibot/issues/773
ubiquibot,773,27.3,WXDAI,pavlovcik,creator,https://github.com/Ubiquity/ubiquibot/issues/773
ubiquibot,773,9.15,WXDAI,devpanther,conversation,https://github.com/Ubiquity/ubiquibot/issues/773
ubiquibot,790,18.75,WXDAI,molecula451,assignee,https://github.com/Ubiquity/ubiquibot/issues/790
ubiquibot,790,17.4,WXDAI,0xcodercrane,creator,https://github.com/Ubiquity/ubiquibot/issues/790
ubiquibot,793,37.5,WXDAI,Sadaf-A,assignee,https://github.com/Ubiquity/ubiquibot/issues/793
ubiquibot,796,21.15,WXDAI,devpanther,conversation,https://github.com/Ubiquity/ubiquibot/issues/796
ubiquibot,796,17.1,WXDAI,molecula451,creator,https://github.com/Ubiquity/ubiquibot/issues/796
ubiquibot,799,150,WXDAI,gitcoindev,assignee,https://github.com/Ubiquity/ubiquibot/issues/799
ubiquibot,799,39.9,WXDAI,pavlovcik,creator,https://github.com/Ubiquity/ubiquibot/issues/799
ubiquibot,800,150,WXDAI,seprintour,assignee,https://github.com/Ubiquity/ubiquibot/issues/800
ubiquibot,804,22.5,WXDAI,pavlovcik,creator,https://github.com/Ubiquity/ubiquibot/issues/804
ubiquibot,804,3.45,WXDAI,pavlovcik,conversation,https://github.com/Ubiquity/ubiquibot/issues/804
ubiquibot,809,30,WXDAI,pavlovcik,creator,https://github.com/Ubiquity/ubiquibot/issues/809
ubiquibot,809,112.5,WXDAI,seprintour,assignee,https://github.com/Ubiquity/ubiquibot/issues/809
ubiquibot,814,37.5,WXDAI,wannacfuture,assignee,https://github.com/Ubiquity/ubiquibot/issues/814
ubiquibot,814,21.9,WXDAI,pavlovcik,creator,https://github.com/Ubiquity/ubiquibot/issues/814
ubiquibot,821,14.1,WXDAI,0xcodercrane,creator,https://github.com/Ubiquity/ubiquibot/issues/821
ubiquibot,821,18.75,WXDAI,Draeieg,assignee,https://github.com/Ubiquity/ubiquibot/issues/821
ubiquibot,822,14.4,WXDAI,0xcodercrane,creator,https://github.com/Ubiquity/ubiquibot/issues/822
ubiquibot,822,18.75,WXDAI,Draeieg,assignee,https://github.com/Ubiquity/ubiquibot/issues/822
ubiquibot,831,18.75,WXDAI,Draeieg,assignee,https://github.com/Ubiquity/ubiquibot/issues/831
ubiquibot,831,15.9,WXDAI,0xcodercrane,creator,https://github.com/Ubiquity/ubiquibot/issues/831
ubiquibot,838,187.5,WXDAI,molecula451,assignee,https://github.com/Ubiquity/ubiquibot/issues/838
ubiquibot,865,25.8,WXDAI,rndquu,creator,https://github.com/Ubiquity/ubiquibot/issues/865
ubiquibot-kernel,5,17,WXDAI,pavlovcik,creator,https://github.com/Ubiquity/ubiquibot-kernel/issues/5
ubiquibot-kernel,5,259.9,WXDAI,gitcoindev,assignee,https://github.com/Ubiquity/ubiquibot-kernel/issues/5
ubiquibot-telegram,3,150,WXDAI,seprintour,assignee,https://github.com/Ubiquity/ubiquibot-telegram/issues/3
ubiquibot-telegram,4,300,WXDAI,seprintour,assignee,https://github.com/Ubiquity/ubiquibot-telegram/issues/4
ubiquibot-telegram,4,22.4,WXDAI,pavlovcik,creator,https://github.com/Ubiquity/ubiquibot-telegram/issues/4
ubiquibot-telegram,9,50,WXDAI,Steveantor,assignee,https://github.com/Ubiquity/ubiquibot-telegram/issues/9
ubiquibot-telegram,13,50,WXDAI,Steveantor,assignee,https://github.com/Ubiquity/ubiquibot-telegram/issues/13
ubiquibot-telegram,21,150,WXDAI,seprintour,assignee,https://github.com/Ubiquity/ubiquibot-telegram/issues/21
ubiquibot-telegram,21,28.8,WXDAI,web4er,creator,https://github.com/Ubiquity/ubiquibot-telegram/issues/21
ubiquibot-telegram,23,25,WXDAI,seprintour,assignee,https://github.com/Ubiquity/ubiquibot-telegram/issues/23
ubiquibot-telegram,23,34.4,WXDAI,pavlovcik,creator,https://github.com/Ubiquity/ubiquibot-telegram/issues/23
ubiquibot-telegram,23,1.4,WXDAI,seprintour,conversation,https://github.com/Ubiquity/ubiquibot-telegram/issues/23
ubiquibot-telegram,28,25,WXDAI,PhantomCracker,assignee,https://github.com/Ubiquity/ubiquibot-telegram/issues/28
ubiquibot-telegram,28,16.2,WXDAI,pavlovcik,creator,https://github.com/Ubiquity/ubiquibot-telegram/issues/28
ubiquibot-telegram,29,0.2,WXDAI,pavlovcik,assignee,https://github.com/Ubiquity/ubiquibot-telegram/issues/29
ubiquibot-telegram,29,95.1,WXDAI,seprintour,assignee,https://github.com/Ubiquity/ubiquibot-telegram/issues/29
ubiquibot-telegram,31,50,WXDAI,seprintour,assignee,https://github.com/Ubiquity/ubiquibot-telegram/issues/31
ubiquibot-telegram,31,28.2,WXDAI,pavlovcik,creator,https://github.com/Ubiquity/ubiquibot-telegram/issues/31
ubiquibot-telegram,34,44.4,WXDAI,pavlovcik,creator,https://github.com/Ubiquity/ubiquibot-telegram/issues/34
ubiquibot-telegram,34,10.5,WXDAI,seprintour,assignee,https://github.com/Ubiquity/ubiquibot-telegram/issues/34
ubiquibot-telegram,36,37.5,WXDAI,seprintour,assignee,https://github.com/Ubiquity/ubiquibot-telegram/issues/36
ubiquibot-telegram,36,34.2,WXDAI,pavlovcik,creator,https://github.com/Ubiquity/ubiquibot-telegram/issues/36
ubiquibot-telegram,37,5.1,WXDAI,b4s36t4,conversation,https://github.com/Ubiquity/ubiquibot-telegram/issues/37
ubiquibot-telegram,37,40.8,WXDAI,pavlovcik,creator,https://github.com/Ubiquity/ubiquibot-telegram/issues/37
ubiquity-dollar,472,200,WXDAI,No assignee,assignee,https://github.com/Ubiquity/ubiquity-dollar/issues/472
ubiquity-dollar,482,200,DAI,No assignee,assignee,https://github.com/Ubiquity/ubiquity-dollar/issues/482
ubiquity-dollar,484,100,DAI,pwilson77,assignee,https://github.com/Ubiquity/ubiquity-dollar/issues/484
ubiquity-dollar,486,100,DAI,FibrinLab,assignee,https://github.com/Ubiquity/ubiquity-dollar/issues/486
ubiquity-dollar,493,200,WXDAI,gitcoindev,assignee,https://github.com/Ubiquity/ubiquity-dollar/issues/493
ubiquity-dollar,493,25.2,WXDAI,pavlovcik,creator,https://github.com/Ubiquity/ubiquity-dollar/issues/493
ubiquity-dollar,495,200,DAI,eugenioclrc,assignee,https://github.com/Ubiquity/ubiquity-dollar/issues/495
ubiquity-dollar,515,200,WXDAI,gitcoindev,assignee,https://github.com/Ubiquity/ubiquity-dollar/issues/515
ubiquity-dollar,515,88,WXDAI,pavlovcik,creator,https://github.com/Ubiquity/ubiquity-dollar/issues/515
ubiquity-dollar,516,200,WXDAI,molecula451,assignee,https://github.com/Ubiquity/ubiquity-dollar/issues/516
ubiquity-dollar,517,200,DAI,Steveantor,assignee,https://github.com/Ubiquity/ubiquity-dollar/issues/517
ubiquity-dollar,526,200,WXDAI,gitcoindev,assignee,https://github.com/Ubiquity/ubiquity-dollar/issues/526
ubiquity-dollar,528,400,WXDAI,Keyrxng,assignee,https://github.com/Ubiquity/ubiquity-dollar/issues/528
ubiquity-dollar,528,0,WXDAI,rndquu,assignee,https://github.com/Ubiquity/ubiquity-dollar/issues/528
ubiquity-dollar,536,800,WXDAI,No assignee,assignee,https://github.com/Ubiquity/ubiquity-dollar/issues/536
ubiquity-dollar,564,200,DAI,Steveantor,assignee,https://github.com/Ubiquity/ubiquity-dollar/issues/564
ubiquity-dollar,578,600,WXDAI,molecula451,assignee,https://github.com/Ubiquity/ubiquity-dollar/issues/578
ubiquity-dollar,588,25,DAI,Steveantor,assignee,https://github.com/Ubiquity/ubiquity-dollar/issues/588
ubiquity-dollar,590,37.5,DAI,Steveantor,assignee,https://github.com/Ubiquity/ubiquity-dollar/issues/590
ubiquity-dollar,603,75,WXDAI,BeanieMen,assignee,https://github.com/Ubiquity/ubiquity-dollar/issues/603
ubiquity-dollar,606,200,DAI,FibrinLab,assignee,https://github.com/Ubiquity/ubiquity-dollar/issues/606
ubiquity-dollar,607,12.5,DAI,0xcodercrane,assignee,https://github.com/Ubiquity/ubiquity-dollar/issues/607
ubiquity-dollar,609,1200,DAI,zgorizzo69,assignee,https://github.com/Ubiquity/ubiquity-dollar/issues/609
ubiquity-dollar,614,200,DAI,Steveantor,assignee,https://github.com/Ubiquity/ubiquity-dollar/issues/614
ubiquity-dollar,630,400,WXDAI,molecula451,assignee,https://github.com/Ubiquity/ubiquity-dollar/issues/630
ubiquity-dollar,635,400,DAI,eugenioclrc,assignee,https://github.com/Ubiquity/ubiquity-dollar/issues/635
ubiquity-dollar,636,800,WXDAI,gitcoindev,assignee,https://github.com/Ubiquity/ubiquity-dollar/issues/636
ubiquity-dollar,636,5.7,WXDAI,zgorizzo69,creator,https://github.com/Ubiquity/ubiquity-dollar/issues/636
ubiquity-dollar,639,50,DAI,eugenioclrc,assignee,https://github.com/Ubiquity/ubiquity-dollar/issues/639
ubiquity-dollar,643,50,DAI,No assignee,assignee,https://github.com/Ubiquity/ubiquity-dollar/issues/643
ubiquity-dollar,643,200,WXDAI,No assignee,assignee,https://github.com/Ubiquity/ubiquity-dollar/issues/643
ubiquity-dollar,644,200,DAI,eugenioclrc,assignee,https://github.com/Ubiquity/ubiquity-dollar/issues/644
ubiquity-dollar,645,25,DAI,rotcivegaf,assignee,https://github.com/Ubiquity/ubiquity-dollar/issues/645
ubiquity-dollar,646,25,DAI,rotcivegaf,assignee,https://github.com/Ubiquity/ubiquity-dollar/issues/646
ubiquity-dollar,647,12.5,DAI,PhantomCracker,assignee,https://github.com/Ubiquity/ubiquity-dollar/issues/647
ubiquity-dollar,663,50,WXDAI,rndquu,assignee,https://github.com/Ubiquity/ubiquity-dollar/issues/663
ubiquity-dollar,663,30,WXDAI,pavlovcik,creator,https://github.com/Ubiquity/ubiquity-dollar/issues/663
ubiquity-dollar,663,34.6,WXDAI,pavlovcik,conversation,https://github.com/Ubiquity/ubiquity-dollar/issues/663
ubiquity-dollar,690,25,WXDAI,pavlovcik,assignee,https://github.com/Ubiquity/ubiquity-dollar/issues/690
ubiquity-dollar,692,200,WXDAI,molecula451,assignee,https://github.com/Ubiquity/ubiquity-dollar/issues/692
ubiquity-dollar,695,400,WXDAI,molecula451,assignee,https://github.com/Ubiquity/ubiquity-dollar/issues/695
ubiquity-dollar,728,37.5,WXDAI,gitcoindev,assignee,https://github.com/Ubiquity/ubiquity-dollar/issues/728
ubiquity-dollar,728,38.4,WXDAI,pavlovcik,creator,https://github.com/Ubiquity/ubiquity-dollar/issues/728
ubiquity-dollar,729,600,WXDAI,rndquu,assignee,https://github.com/Ubiquity/ubiquity-dollar/issues/729
ubiquity-dollar,736,25,WXDAI,baibhavKumar1,assignee,https://github.com/Ubiquity/ubiquity-dollar/issues/736
ubiquity-dollar,739,25,WXDAI,tungbq,assignee,https://github.com/Ubiquity/ubiquity-dollar/issues/739
ubiquity-dollar,746,25,WXDAI,molecula451,assignee,https://github.com/Ubiquity/ubiquity-dollar/issues/746
ubiquity-dollar,754,75,WXDAI,molecula451,assignee,https://github.com/Ubiquity/ubiquity-dollar/issues/754
ubiquity-dollar,772,100,WXDAI,molecula451,assignee,https://github.com/Ubiquity/ubiquity-dollar/issues/772
ubiquity-dollar,772,34.2,WXDAI,rndquu,creator,https://github.com/Ubiquity/ubiquity-dollar/issues/772
ubiquity-dollar,772,26.6,WXDAI,molecula451,conversation,https://github.com/Ubiquity/ubiquity-dollar/issues/772
ubiquity-dollar,773,150,WXDAI,molecula451,assignee,https://github.com/Ubiquity/ubiquity-dollar/issues/773
ubiquity-dollar,773,34.2,WXDAI,rndquu,creator,https://github.com/Ubiquity/ubiquity-dollar/issues/773
ubiquity-dollar,774,200,WXDAI,Keyrxng,assignee,https://github.com/Ubiquity/ubiquity-dollar/issues/774
ubiquity-dollar,774,114.4,WXDAI,rndquu,creator,https://github.com/Ubiquity/ubiquity-dollar/issues/774
ubiquity-dollar,775,40.5,WXDAI,rndquu,creator,https://github.com/Ubiquity/ubiquity-dollar/issues/775
ubiquity-dollar,775,28.8,WXDAI,molecula451,assignee,https://github.com/Ubiquity/ubiquity-dollar/issues/775
ubiquity-dollar,775,29.6,WXDAI,gitcoindev,conversation,https://github.com/Ubiquity/ubiquity-dollar/issues/775
ubiquity-dollar,780,25,WXDAI,No assignee,assignee,https://github.com/Ubiquity/ubiquity-dollar/issues/780
ubiquity-dollar,784,20.4,WXDAI,rndquu,creator,https://github.com/Ubiquity/ubiquity-dollar/issues/784
ubiquity-dollar,784,108.2,WXDAI,bojan07,conversation,https://github.com/Ubiquity/ubiquity-dollar/issues/784
ubiquity-dollar,785,200,WXDAI,bojan07,assignee,https://github.com/Ubiquity/ubiquity-dollar/issues/785
ubiquity-dollar,785,17.1,WXDAI,rndquu,creator,https://github.com/Ubiquity/ubiquity-dollar/issues/785
ubiquity-dollar,786,200,WXDAI,bojan07,assignee,https://github.com/Ubiquity/ubiquity-dollar/issues/786
ubiquity-dollar,786,17.1,WXDAI,rndquu,creator,https://github.com/Ubiquity/ubiquity-dollar/issues/786
ubiquity-dollar,793,25,WXDAI,molecula451,assignee,https://github.com/Ubiquity/ubiquity-dollar/issues/793
ubiquity-dollar,793,18.6,WXDAI,gitcoindev,conversation,https://github.com/Ubiquity/ubiquity-dollar/issues/793
ubiquity-dollar,796,25,WXDAI,rndquu,assignee,https://github.com/Ubiquity/ubiquity-dollar/issues/796
ubiquity-dollar,796,0.3,WXDAI,rndquu,creator,https://github.com/Ubiquity/ubiquity-dollar/issues/796
ubiquity-dollar,807,200,WXDAI,bojan07,assignee,https://github.com/Ubiquity/ubiquity-dollar/issues/807
ubiquity-dollar,826,75,WXDAI,gitcoindev,assignee,https://github.com/Ubiquity/ubiquity-dollar/issues/826
ubiquity-dollar,826,23.1,WXDAI,rndquu,creator,https://github.com/Ubiquity/ubiquity-dollar/issues/826
ubiquity-dollar,839,26.7,WXDAI,pavlovcik,creator,https://github.com/Ubiquity/ubiquity-dollar/issues/839
ubiquity-dollar,839,23.4,WXDAI,rndquu,conversation,https://github.com/Ubiquity/ubiquity-dollar/issues/839
ubq.fi,16,12.5,DAI,pavlovcik,assignee,https://github.com/Ubiquity/ubq.fi/issues/16
